5.531627604683584387e-01,1.499086294040180345e+00,-5.531627604683584387e-01,-1.552264071407882251e-01,-6.928506975548431868e-02,-1.445908516672478328e-01
5.502694853144511900e-01,1.472770730914717330e+00,-5.344848289397415853e-01,-1.500558444462961327e-01,-6.796158133386666356e-02,-1.440424245648930235e-01
5.372977604236003346e-01,1.671356700327903511e+00,-5.752812639233291225e-01,-1.170567554478984945e-01,-5.245846756018360257e-02,-8.023600632943253541e-02
5.272819328166512554e-01,1.637975076425361998e+00,-5.630034447953552457e-01,-1.155309655927067025e-01,-5.118640800400724167e-02,-7.814111475779361715e-02
5.178122480264470973e-01,1.605309588628646589e+00,-5.506302474255996282e-01,-1.136370193736147421e-01,-5.000570581756990513e-02,-7.643262220050600630e-02
5.092039610293415119e-01,1.573443853283220450e+00,-5.378508406935070818e-01,-1.117270500247440485e-01,-4.882767039083080185e-02,-7.488748446530113512e-02
5.023447595821133316e-01,1.542741423106559262e+00,-5.238212032894452586e-01,-1.100359050549272466e-01,-4.765573372819700143e-02,-7.367322662018578605e-02
5.111888493136200751e-01,1.513930036024048853e+00,-5.149057193278404609e-01,-1.094194427129230596e-01,-4.562762905038707240e-02,-7.360199055266739010e-02
5.246267804107728194e-01,1.494899727290009750e+00,-4.987118088655398962e-01,-1.071086219255629746e-01,-4.019977989876517138e-02,-7.121071648073856730e-02
5.281442987916035170e-01,1.474544362101567696e+00,-4.876516897652439786e-01,-1.052637973845620689e-01,-4.306718153520901204e-02,-6.889837799895988379e-02
5.269969198257278276e-01,1.446895450288373297e+00,-4.827085155232133107e-01,-1.031826279723784406e-01,-4.523403776818474969e-02,-6.654785872473868713e-02
5.180252719557421059e-01,1.416047201834554237e+00,-4.825131366243016195e-01,-1.019925232593622694e-01,-4.783146362151696751e-02,-6.480184530923348285e-02
5.062186720693396813e-01,1.387332834927038183e+00,-4.748999215674669649e-01,-1.006255992324260884e-01,-4.705990971574897791e-02,-6.341851925936052570e-02
4.951073391821577685e-01,1.359343766415550991e+00,-4.662586516626465727e-01,-9.911873630578889316e-02,-4.595473451316824803e-02,-6.197218241653071336e-02
4.845758007852429272e-01,1.331926492960130437e+00,-4.574269854337173480e-01,-9.736357087573270508e-02,-4.485954648410835771e-02,-6.063074595872548073e-02
4.744346148906092298e-01,1.305054119175697469e+00,-4.485852069405938947e-01,-9.551753533303299071e-02,-4.381328779782005939e-02,-5.933808834007299471e-02
4.645974194483564745e-01,1.278710477217841035e+00,-4.398116677849295830e-01,-9.369548029459923155e-02,-4.280712287154095352e-02,-5.806856296314737848e-02
4.550184107089323970e-01,1.252882985480693323e+00,-4.311446104249410660e-01,-9.190095943286127889e-02,-4.183395280905756464e-02,-5.682337455300206369e-02
4.456702962499592413e-01,1.227560545507581535e+00,-4.226040223871878054e-01,-9.013539120938694749e-02,-4.088950299617360312e-02,-5.560272754541834700e-02
4.365352106157961987e-01,1.202732803259676242e+00,-4.142006561732326508e-01,-8.839937870434798339e-02,-3.997092830363092181e-02,-5.440645685542751242e-02
4.276005112586750423e-01,1.178389852645793434e+00,-4.059402074728963861e-01,-8.669310946000531592e-02,-3.907623183842863501e-02,-5.323425083713929223e-02
4.188566511152822525e-01,1.154522103219360885e+00,-3.978254299649810477e-01,-8.501652933288031400e-02,-3.820393654631040053e-02,-5.208573927309761986e-02
