5.531627604683584387e-01,1.499086294040180345e+00,-5.531627604683584387e-01,-1.552264071407882251e-01,-6.928506975548431868e-02,-1.445908516672478328e-01
5.485114907431896114e-01,1.459486501329226860e+00,-5.254451522894421078e-01,-1.476558681951194441e-01,-6.730764556273388655e-02,-1.435645790279317102e-01
5.347239996238640769e-01,1.657610302148605053e+00,-5.672246378268154254e-01,-1.149374084318180722e-01,-5.280640544195448760e-02,-7.950337972926935226e-02
5.203721007269467291e-01,1.608047574003155233e+00,-5.484719763082043231e-01,-1.129557921092733119e-01,-5.081568438371095175e-02,-7.636106565603011098e-02
5.079858024546312079e-01,1.560287635925413863e+00,-5.288039521371881158e-01,-1.103412261707732572e-01,-4.893578212543844147e-02,-7.395116830861339641e-02
5.190735553603218477e-01,1.511857558162065018e+00,-5.220766654899221537e-01,-1.090130343347147507e-01,-4.495187924423446613e-02,-7.323141641217723041e-02
5.368862733378929608e-01,1.476811736654584095e+00,-4.990914970941414119e-01,-1.071630553053378315e-01,-4.118766186952165648e-02,-7.155304427059051842e-02
5.416634740218284616e-01,1.439240281156710433e+00,-4.885741941726023385e-01,-1.047735087587091801e-01,-4.197356293410711009e-02,-6.884694514895983719e-02
5.335509996725589232e-01,1.394463017671768723e+00,-4.868569916316927149e-01,-1.036349471146272155e-01,-4.447049674437807826e-02,-6.662215622480857635e-02
5.170443232043476778e-01,1.351563895358509848e+00,-4.783406554550860834e-01,-1.031112520973726521e-01,-4.542129654376677456e-02,-6.495119006132796247e-02
5.016275880082196048e-01,1.310429428403231178e+00,-4.668514589289394778e-01,-1.017497839078039534e-01,-4.637906120419306444e-02,-6.394431408796426297e-02
4.863558917247122193e-01,1.270779770298547273e+00,-4.541678688974762346e-01,-1.004440337326500121e-01,-4.606911861832396066e-02,-6.324056738353507623e-02
4.710107689773857520e-01,1.232495768437676720e+00,-4.408984455789919932e-01,-9.947593036054222515e-02,-4.505368769495585179e-02,-6.304951858519176888e-02
4.558720691523954205e-01,1.195434805314909976e+00,-4.275631266528816532e-01,-9.844857914455271142e-02,-4.352397091731864676e-02,-6.271410486093620396e-02
4.409038621569337235e-01,1.159544721117199195e+00,-4.142851162199532866e-01,-9.764492510709678330e-02,-4.164930913985247923e-02,-6.250211754824445964e-02
4.266898789484734333e-01,1.124670547699143874e+00,-4.015244604468859446e-01,-9.664166173314503450e-02,-3.965617904142248323e-02,-6.173981549279114467e-02
4.128985588094901682e-01,1.090835443455331122e+00,-3.890950803406257874e-01,-9.590464343043472728e-02,-3.760679466955797745e-02,-6.114340266035527688e-02
3.996830730818330402e-01,1.057977167747905067e+00,-3.771071786393941916e-01,-9.494804369811915556e-02,-3.576713675127751735e-02,-6.002329176641206521e-02
3.867238185470164846e-01,1.026117417091511941e+00,-3.653814914993163687e-01,-9.428969848342169668e-02,-3.383833615374054471e-02,-5.932735686896362798e-02
3.742197491888037408e-01,9.951906072900831290e-01,-3.540375862797922046e-01,-9.337327861920531602e-02,-3.218367569491734775e-02,-5.806341369512030282e-02
3.619362916487388615e-01,9.652040472134943982e-01,-3.429518029962059233e-01,-9.275645036285348755e-02,-3.041628993977439632e-02,-5.729056632789584352e-02
3.498930257957881262e-01,9.329685381431913616e-01,-3.319737865788103814e-01,-9.237700430784062666e-02,-2.899296074043871199e-02,-5.669657190171489836e-02
3.387464878035996718e-01,9.113570300405116065e-01,-3.220958837329047642e-01,-9.054457340860262715e-02,-2.727401696954216345e-02,-5.405986326491967614e-02
3.271297161206428439e-01,8.754360776211278505e-01,-3.113829465737436020e-01,-9.118658626960086944e-02,-2.603759399054342977e-02,-5.493461375880092507e-02
3.172798041263791280e-01,8.641684843853740805e-01,-3.028102185492076437e-01,-8.770353931180099871e-02,-2.438039742172913929e-02,-4.988646733367598646e-02
3.060640165504998067e-01,8.236276945677791783e-01,-2.923317651187175570e-01,-8.955548456365132470e-02,-2.333699870328122955e-02,-5.231569619196820009e-02
